,link1_change,link2_change,ssim_exp,stage,comparison_type
127,Orloffyeah,Orloffyeah,20.700000000000003,1,simple
128,alejosaur,alejosaur,0.09999999999999432,1,simple
129,anythinglord,anythinglord,31.700000000000003,1,simple
130,buendiagon,buendiagon,67.4,1,simple
131,cglaitong,cglaitong,0.20000000000000284,1,simple
132,criscapunal,criscapunal,86.1,1,simple
133,csalfonsol,csalfonsol,87.0,1,simple
134,dieguischa,dieguischa,22.799999999999997,1,simple
135,jaasuarezvi,jaasuarezvi,67.4,1,simple
136,tres-xxx,tres-xxx,67.4,1,simple
137,DaniCastel,DaniCastel,1.7999999999999972,2,maps
138,Orloffyeah,Orloffyeah,62.9,2,maps
139,alejosaur,alejosaur,29.299999999999997,2,maps
140,anythinglord,anythinglord,75.5,2,maps
141,cglaitong,cglaitong,60.5,2,maps
142,criscapunal,criscapunal,59.3,2,maps
143,csalfonsol,csalfonsol,64.0,2,maps
144,alejosaur,alejosaur,19.0,2,charts
145,BrandonAvilanR,BrandonAvilanR,60.8,2,complete
146,DaniCastel,DaniCastel,36.0,2,complete
147,DaveValencia,DaveValencia,67.4,2,complete
148,Orloffyeah,Orloffyeah,25.200000000000003,2,complete
149,alejosaur,alejosaur,0.0,2,complete
150,anythinglord,anythinglord,77.3,2,complete
151,buendiagon,buendiagon,67.4,2,complete
152,cglaitong,cglaitong,20.5,2,complete
153,criscapunal,criscapunal,59.1,2,complete
154,csalfonsol,csalfonsol,76.1,2,complete
155,dieguischa,dieguischa,16.5,2,complete
156,jaasuarezvi,jaasuarezvi,67.4,2,complete
157,tres-xxx,tres-xxx,67.4,2,complete
158,BrandonAvilanR,BrandonAvilanR,53.4,2,simple
159,DaniCastel,DaniCastel,20.099999999999994,2,simple
160,DaveValencia,DaveValencia,67.4,2,simple
161,Orloffyeah,Orloffyeah,20.0,2,simple
162,alejosaur,alejosaur,0.0,2,simple
163,anythinglord,anythinglord,83.3,2,simple
164,buendiagon,buendiagon,67.4,2,simple
165,cglaitong,cglaitong,15.099999999999994,2,simple
166,criscapunal,criscapunal,61.1,2,simple
167,csalfonsol,csalfonsol,67.3,2,simple
168,dieguischa,dieguischa,16.5,2,simple
169,jaasuarezvi,jaasuarezvi,67.4,2,simple
170,tres-xxx,tres-xxx,67.4,2,simple
171,DaniCastel,DaniCastel,84.2,3,maps
172,JorgeTorresC,JorgeTorresC,84.5,3,maps
173,Orloffyeah,Orloffyeah,63.1,3,maps
174,alejosaur,alejosaur,31.299999999999997,3,maps
175,anythinglord,anythinglord,70.1,3,maps
176,cglaitong,cglaitong,71.7,3,maps
177,criscapunal,criscapunal,85.9,3,maps
178,csalfonsol,csalfonsol,46.3,3,maps
179,daapinzonch,daapinzonch,64.7,3,maps
180,jdsolanos,jdsolanos,73.9,3,maps
181,BrandonAvilanR,BrandonAvilanR,5.299999999999997,3,charts
182,alejosaur,alejosaur,28.599999999999994,3,charts
183,cglaitong,cglaitong,3.5,3,charts
184,cglaitong,cglaitong,3.5,3,charts
185,cglaitong,cglaitong,3.5,3,charts
186,cglaitong,cglaitong,3.5,3,charts
187,BrandonAvilanR,BrandonAvilanR,38.3,3,complete
188,DSFarfanF,DSFarfanF,67.4,3,complete
189,DaniCastel,DaniCastel,79.7,3,complete
190,DaveValencia,DaveValencia,67.4,3,complete
191,JorgeTorresC,JorgeTorresC,29.099999999999994,3,complete
192,Orloffyeah,Orloffyeah,24.799999999999997,3,complete
193,Saariasba,Saariasba,100.0,3,complete
194,SergioLopez40,SergioLopez40,71.2,3,complete
195,alejosaur,alejosaur,0.0,3,complete
196,anythinglord,anythinglord,39.2,3,complete
197,buendiagon,buendiagon,67.4,3,complete
198,cglaitong,cglaitong,21.099999999999994,3,complete
199,criscapunal,criscapunal,41.7,3,complete
200,csalfonsol,csalfonsol,71.3,3,complete
201,daapinzonch,daapinzonch,53.0,3,complete
202,dcastanedar,dcastanedar,35.5,3,complete
203,dieguischa,dieguischa,64.6,3,complete
204,jaasuarezvi,jaasuarezvi,67.4,3,complete
205,jdsolanos,jdsolanos,54.2,3,complete
206,tres-xxx,tres-xxx,67.4,3,complete
207,trickyjuggler,trickyjuggler,67.1,3,complete
208,BrandonAvilanR,BrandonAvilanR,41.8,3,simple
209,DSFarfanF,DSFarfanF,67.4,3,simple
210,DaniCastel,DaniCastel,74.7,3,simple
211,DaveValencia,DaveValencia,67.4,3,simple
212,JorgeTorresC,JorgeTorresC,28.299999999999997,3,simple
213,Orloffyeah,Orloffyeah,15.0,3,simple
214,Saariasba,Saariasba,100.0,3,simple
215,SergioLopez40,SergioLopez40,35.400000000000006,3,simple
216,alejosaur,alejosaur,0.0,3,simple
217,anythinglord,anythinglord,33.0,3,simple
218,buendiagon,buendiagon,67.4,3,simple
219,cglaitong,cglaitong,12.299999999999997,3,simple
220,criscapunal,criscapunal,96.3,3,simple
221,csalfonsol,csalfonsol,64.3,3,simple
222,daapinzonch,daapinzonch,38.3,3,simple
223,dcastanedar,dcastanedar,93.1,3,simple
224,dieguischa,dieguischa,64.6,3,simple
225,jaasuarezvi,jaasuarezvi,67.4,3,simple
226,jdsolanos,jdsolanos,12.700000000000003,3,simple
227,tres-xxx,tres-xxx,67.4,3,simple
228,trickyjuggler,trickyjuggler,57.1,3,simple
229,BrandonAvilanR,BrandonAvilanR,0.20000000000000284,4,maps
230,DaniCastel,DaniCastel,23.400000000000006,4,maps
231,JorgeTorresC,JorgeTorresC,0.0,4,maps
232,Orloffyeah,Orloffyeah,67.4,4,maps
233,SergioLopez40,SergioLopez40,0.09999999999999432,4,maps
234,alejosaur,alejosaur,0.0,4,maps
235,anythinglord,anythinglord,0.0,4,maps
236,cglaitong,cglaitong,0.0,4,maps
237,csalfonsol,csalfonsol,9.799999999999997,4,maps
238,daapinzonch,daapinzonch,71.7,4,maps
239,jdsolanos,jdsolanos,75.1,4,maps
240,BrandonAvilanR,BrandonAvilanR,0.0,4,charts
241,alejosaur,alejosaur,0.0,4,charts
242,cglaitong,cglaitong,0.0,4,charts
243,cglaitong,cglaitong,0.0,4,charts
244,cglaitong,cglaitong,0.0,4,charts
245,cglaitong,cglaitong,0.0,4,charts
246,BrandonAvilanR,BrandonAvilanR,53.7,4,complete
247,DSFarfanF,DSFarfanF,0.0,4,complete
248,DaniCastel,DaniCastel,29.0,4,complete
249,DaveValencia,DaveValencia,0.0,4,complete
250,JorgeTorresC,JorgeTorresC,6.599999999999994,4,complete
251,Orloffyeah,Orloffyeah,21.799999999999997,4,complete
252,Saariasba,Saariasba,100.0,4,complete
253,SergioLopez40,SergioLopez40,0.09999999999999432,4,complete
254,alejosaur,alejosaur,0.0,4,complete
255,anythinglord,anythinglord,27.799999999999997,4,complete
256,buendiagon,buendiagon,0.0,4,complete
257,cglaitong,cglaitong,0.0,4,complete
258,criscapunal,criscapunal,34.7,4,complete
259,csalfonsol,csalfonsol,22.799999999999997,4,complete
260,daapinzonch,daapinzonch,50.6,4,complete
261,dcastanedar,dcastanedar,81.8,4,complete
262,dieguischa,dieguischa,0.0,4,complete
263,jaasuarezvi,jaasuarezvi,0.0,4,complete
264,jdsolanos,jdsolanos,50.6,4,complete
265,tres-xxx,tres-xxx,0.0,4,complete
266,trickyjuggler,trickyjuggler,40.9,4,complete
267,BrandonAvilanR,BrandonAvilanR,33.7,4,simple
268,DSFarfanF,DSFarfanF,0.0,4,simple
269,DaniCastel,DaniCastel,11.799999999999997,4,simple
270,DaveValencia,DaveValencia,0.0,4,simple
271,JorgeTorresC,JorgeTorresC,6.599999999999994,4,simple
272,Orloffyeah,Orloffyeah,8.400000000000006,4,simple
273,Saariasba,Saariasba,100.0,4,simple
274,SergioLopez40,SergioLopez40,0.0,4,simple
275,alejosaur,alejosaur,0.0,4,simple
276,anythinglord,anythinglord,19.0,4,simple
277,buendiagon,buendiagon,0.0,4,simple
278,cglaitong,cglaitong,0.0,4,simple
279,criscapunal,criscapunal,96.4,4,simple
280,csalfonsol,csalfonsol,21.299999999999997,4,simple
281,daapinzonch,daapinzonch,13.200000000000003,4,simple
282,dcastanedar,dcastanedar,93.5,4,simple
283,dieguischa,dieguischa,0.0,4,simple
284,jaasuarezvi,jaasuarezvi,0.0,4,simple
285,jdsolanos,jdsolanos,3.299999999999997,4,simple
286,tres-xxx,tres-xxx,0.0,4,simple
287,trickyjuggler,trickyjuggler,20.400000000000006,4,simple
288,AkaGar,AkaGar,86.0,1,maps
289,GeoffYart,GeoffYart,75.9,1,maps
290,bzin22,bzin22,66.2,1,maps
291,hihms,hihms,0.0999999999999943,1,maps
292,jmamaril25,jmamaril25,0.0,1,maps
293,ko68,ko68,0.0,1,maps
294,laurenjank,laurenjank,0.0,1,maps
295,littlex2015,littlex2015,62.2,1,maps
296,mdecloedt,mdecloedt,0.0,1,maps
297,nbraunec,nbraunec,93.9,1,maps
298,viswapurdue,viswapurdue,96.8,1,maps
299,AkaGar,AkaGar,63.5,1,complete
300,CampbellC2,CampbellC2,52.9,1,complete
301,GeoffYart,GeoffYart,76.2,1,complete
302,Ilyumzhinov,Ilyumzhinov,50.0,1,complete
303,Jordan-Loeser,Jordan-Loeser,4.299999999999997,1,complete
304,LukasMMarinovic,LukasMMarinovic,31.599999999999994,1,complete
305,RCODI,RCODI,82.1,1,complete
306,SionHu,SionHu,46.2,1,complete
307,aclipfel,aclipfel,0.0,1,complete
308,bzin22,bzin22,90.8,1,complete
309,ecottle,ecottle,52.8,1,complete
310,gshowal,gshowal,79.6,1,complete
311,hihms,hihms,1.4000000000000057,1,complete
312,jmamaril25,jmamaril25,40.3,1,complete
313,jmhunter4711,jmhunter4711,0.0,1,complete
314,ko68,ko68,0.2000000000000028,1,complete
315,laurarotger,laurarotger,0.0,1,complete
316,laurenjank,laurenjank,28.3,1,complete
317,lennwgs,lennwgs,69.9,1,complete
318,littlex2015,littlex2015,57.8,1,complete
319,matson3,matson3,67.6,1,complete
320,mdecloedt,mdecloedt,83.8,1,complete
321,nbraunec,nbraunec,65.3,1,complete
322,noah-curran,noah-curran,27.8,1,complete
323,sanjitsama,sanjitsama,60.5,1,complete
324,shivans,shivans,73.4,1,complete
325,snugghash,snugghash,31.0,1,complete
326,viswapurdue,viswapurdue,64.0,1,complete
327,whipplem123,whipplem123,1.0999999999999943,1,complete
328,zhao744,zhao744,48.9,1,complete
329,AkaGar,AkaGar,19.3,1,simple
330,CampbellC2,CampbellC2,52.9,1,simple
331,GeoffYart,GeoffYart,24.099999999999994,1,simple
332,Ilyumzhinov,Ilyumzhinov,50.0,1,simple
333,Jordan-Loeser,Jordan-Loeser,4.299999999999997,1,simple
334,LukasMMarinovic,LukasMMarinovic,31.599999999999994,1,simple
335,RCODI,RCODI,82.1,1,simple
336,aclipfel,aclipfel,0.0,1,simple
337,bzin22,bzin22,95.0,1,simple
338,ecottle,ecottle,52.8,1,simple
339,gshowal,gshowal,79.6,1,simple
340,hihms,hihms,28.40000000000001,1,simple
341,jmamaril25,jmamaril25,51.0,1,simple
342,jmhunter4711,jmhunter4711,0.0,1,simple
343,ko68,ko68,0.2000000000000028,1,simple
344,laurarotger,laurarotger,0.0,1,simple
345,laurenjank,laurenjank,6.700000000000003,1,simple
346,lennwgs,lennwgs,67.8,1,simple
347,littlex2015,littlex2015,90.8,1,simple
348,matson3,matson3,99.9,1,simple
349,mdecloedt,mdecloedt,35.599999999999994,1,simple
350,noah-curran,noah-curran,17.200000000000003,1,simple
351,sanjitsama,sanjitsama,60.5,1,simple
352,shivans,shivans,73.4,1,simple
353,snugghash,snugghash,24.099999999999994,1,simple
354,viswapurdue,viswapurdue,26.3,1,simple
355,whipplem123,whipplem123,1.0999999999999943,1,simple
356,zhao744,zhao744,48.0,1,simple
357,AkaGar,AkaGar,0.0,2,maps
358,bzin22,bzin22,1.5,2,maps
359,hihms,hihms,0.0,2,maps
360,jmamaril25,jmamaril25,11.700000000000005,2,maps
361,ko68,ko68,0.0,2,maps
362,laurenjank,laurenjank,76.8,2,maps
363,lennwgs,lennwgs,0.0,2,maps
364,littlex2015,littlex2015,0.0,2,maps
365,nbraunec,nbraunec,0.0,2,maps
366,noah-curran,noah-curran,0.0,2,maps
367,zhao744,zhao744,71.6,2,maps
368,AkaGar,AkaGar,100.8,2,charts
369,AkaGar,AkaGar,0.0,2,complete
370,CampbellC2,CampbellC2,73.8,2,complete
371,GeoffYart,GeoffYart,72.4,2,complete
372,Ilyumzhinov,Ilyumzhinov,0.0,2,complete
373,Jordan-Loeser,Jordan-Loeser,47.1,2,complete
374,LukasMMarinovic,LukasMMarinovic,32.5,2,complete
375,RCODI,RCODI,68.4,2,complete
376,SionHu,SionHu,0.0,2,complete
377,aclipfel,aclipfel,0.0,2,complete
378,bzin22,bzin22,12.900000000000006,2,complete
379,ecottle,ecottle,23.5,2,complete
380,gshowal,gshowal,10.700000000000005,2,complete
381,hihms,hihms,0.0,2,complete
382,jmamaril25,jmamaril25,9.700000000000005,2,complete
383,jmhunter4711,jmhunter4711,0.0,2,complete
384,ko68,ko68,0.0,2,complete
385,laurarotger,laurarotger,0.0,2,complete
386,laurenjank,laurenjank,66.1,2,complete
387,lennwgs,lennwgs,0.0,2,complete
388,littlex2015,littlex2015,0.0999999999999943,2,complete
389,matson3,matson3,71.1,2,complete
390,mdecloedt,mdecloedt,73.9,2,complete
391,nbraunec,nbraunec,2.9000000000000057,2,complete
392,noah-curran,noah-curran,0.2999999999999971,2,complete
393,sanjitsama,sanjitsama,42.3,2,complete
394,shivans,shivans,0.0,2,complete
395,snugghash,snugghash,41.1,2,complete
396,viswapurdue,viswapurdue,63.5,2,complete
397,whipplem123,whipplem123,4.700000000000003,2,complete
398,zhao744,zhao744,8.400000000000006,2,complete
399,AkaGar,AkaGar,0.0,2,simple
400,CampbellC2,CampbellC2,73.7,2,simple
401,GeoffYart,GeoffYart,64.4,2,simple
402,Ilyumzhinov,Ilyumzhinov,0.0,2,simple
403,Jordan-Loeser,Jordan-Loeser,47.1,2,simple
404,LukasMMarinovic,LukasMMarinovic,32.5,2,simple
405,RCODI,RCODI,68.4,2,simple
406,SionHu,SionHu,0.0,2,simple
407,aclipfel,aclipfel,0.0,2,simple
408,bzin22,bzin22,4.900000000000006,2,simple
409,ecottle,ecottle,6.0,2,simple
410,gshowal,gshowal,12.5,2,simple
411,hihms,hihms,0.0,2,simple
412,jmamaril25,jmamaril25,48.6,2,simple
413,jmhunter4711,jmhunter4711,0.0,2,simple
414,ko68,ko68,0.0,2,simple
415,laurarotger,laurarotger,0.0,2,simple
416,laurenjank,laurenjank,16.200000000000003,2,simple
417,lennwgs,lennwgs,0.0,2,simple
418,littlex2015,littlex2015,9.299999999999995,2,simple
419,matson3,matson3,100.0,2,simple
420,mdecloedt,mdecloedt,77.5,2,simple
421,nbraunec,nbraunec,2.9000000000000057,2,simple
422,noah-curran,noah-curran,0.2999999999999971,2,simple
423,sanjitsama,sanjitsama,42.3,2,simple
424,shivans,shivans,0.0,2,simple
425,snugghash,snugghash,23.90000000000001,2,simple
426,viswapurdue,viswapurdue,30.599999999999994,2,simple
427,whipplem123,whipplem123,2.5,2,simple
428,zhao744,zhao744,6.400000000000006,2,simple
429,bzin22,bzin22,74.2,3,maps
430,ecottle,ecottle,70.9,3,maps
431,gshowal,gshowal,0.0,3,maps
432,hihms,hihms,0.5,3,maps
433,jmamaril25,jmamaril25,63.6,3,maps
434,ko68,ko68,0.0,3,maps
435,laurenjank,laurenjank,0.0,3,maps
436,lennwgs,lennwgs,0.0,3,maps
437,littlex2015,littlex2015,69.4,3,maps
438,matson3,matson3,0.0,3,maps
439,nbraunec,nbraunec,9.900000000000006,3,maps
440,noah-curran,noah-curran,9.5,3,maps
441,whipplem123,whipplem123,0.0,3,maps
442,zhao744,zhao744,0.0,3,maps
443,CampbellC2,CampbellC2,77.3,3,complete
444,GeoffYart,GeoffYart,51.9,3,complete
445,Ilyumzhinov,Ilyumzhinov,0.0,3,complete
446,Jordan-Loeser,Jordan-Loeser,1.2000000000000028,3,complete
447,LukasMMarinovic,LukasMMarinovic,0.0,3,complete
448,RCODI,RCODI,53.9,3,complete
449,SionHu,SionHu,0.0,3,complete
450,aclipfel,aclipfel,0.0,3,complete
451,bzin22,bzin22,24.5,3,complete
452,ecottle,ecottle,58.8,3,complete
453,gshowal,gshowal,0.0,3,complete
454,hihms,hihms,0.2999999999999971,3,complete
455,jmamaril25,jmamaril25,49.4,3,complete
456,jmhunter4711,jmhunter4711,0.0,3,complete
457,ko68,ko68,0.2000000000000028,3,complete
458,laurarotger,laurarotger,0.0,3,complete
459,laurenjank,laurenjank,0.0,3,complete
460,lennwgs,lennwgs,0.0,3,complete
461,littlex2015,littlex2015,65.6,3,complete
462,matson3,matson3,0.5,3,complete
463,mdecloedt,mdecloedt,21.099999999999994,3,complete
464,nbraunec,nbraunec,9.0,3,complete
465,noah-curran,noah-curran,0.0,3,complete
466,sanjitsama,sanjitsama,42.3,3,complete
467,shivans,shivans,0.0,3,complete
468,snugghash,snugghash,0.0,3,complete
469,viswapurdue,viswapurdue,65.4,3,complete
470,whipplem123,whipplem123,8.200000000000003,3,complete
471,zhao744,zhao744,6.0,3,complete
472,CampbellC2,CampbellC2,77.3,3,simple
473,GeoffYart,GeoffYart,21.200000000000003,3,simple
474,Ilyumzhinov,Ilyumzhinov,0.0,3,simple
475,LukasMMarinovic,LukasMMarinovic,0.0,3,simple
476,SionHu,SionHu,0.0,3,simple
477,aclipfel,aclipfel,0.0,3,simple
478,bzin22,bzin22,15.0,3,simple
479,ecottle,ecottle,35.5,3,simple
480,gshowal,gshowal,0.0,3,simple
481,hihms,hihms,0.0,3,simple
482,jmamaril25,jmamaril25,46.8,3,simple
483,jmhunter4711,jmhunter4711,0.0,3,simple
484,ko68,ko68,0.2000000000000028,3,simple
485,laurarotger,laurarotger,0.0,3,simple
486,laurenjank,laurenjank,0.0,3,simple
487,lennwgs,lennwgs,0.0,3,simple
488,littlex2015,littlex2015,80.5,3,simple
489,matson3,matson3,0.5999999999999943,3,simple
490,mdecloedt,mdecloedt,21.099999999999994,3,simple
491,nbraunec,nbraunec,8.200000000000003,3,simple
492,noah-curran,noah-curran,0.0,3,simple
493,sanjitsama,sanjitsama,42.3,3,simple
494,shivans,shivans,0.0,3,simple
495,snugghash,snugghash,0.0,3,simple
496,viswapurdue,viswapurdue,32.900000000000006,3,simple
497,whipplem123,whipplem123,4.400000000000006,3,simple
498,zhao744,zhao744,6.0,3,simple
499,bzin22,bzin22,0.0,4,maps
500,ecottle,ecottle,83.8,4,maps
501,hihms,hihms,0.0,4,maps
502,jmamaril25,jmamaril25,8.099999999999994,4,maps
503,laurenjank,laurenjank,77.7,4,maps
504,lennwgs,lennwgs,0.0,4,maps
505,littlex2015,littlex2015,0.0,4,maps
506,matson3,matson3,16.599999999999994,4,maps
507,noah-curran,noah-curran,17.400000000000006,4,maps
508,viswapurdue,viswapurdue,0.0,4,maps
509,whipplem123,whipplem123,0.0,4,maps
510,RCODI,RCODI,24.200000000000003,4,charts
511,CampbellC2,CampbellC2,44.9,4,complete
512,Ilyumzhinov,Ilyumzhinov,0.0,4,complete
513,Jordan-Loeser,Jordan-Loeser,0.0999999999999943,4,complete
514,LukasMMarinovic,LukasMMarinovic,28.099999999999994,4,complete
515,RCODI,RCODI,24.200000000000003,4,complete
516,SionHu,SionHu,0.0,4,complete
517,bzin22,bzin22,6.299999999999997,4,complete
518,ecottle,ecottle,0.0,4,complete
519,hihms,hihms,0.5,4,complete
520,jmamaril25,jmamaril25,19.90000000000001,4,complete
521,laurarotger,laurarotger,0.0,4,complete
522,laurenjank,laurenjank,13.400000000000006,4,complete
523,lennwgs,lennwgs,0.0,4,complete
524,littlex2015,littlex2015,0.0,4,complete
525,matson3,matson3,10.0,4,complete
526,mdecloedt,mdecloedt,10.900000000000006,4,complete
527,nbraunec,nbraunec,52.7,4,complete
528,noah-curran,noah-curran,12.799999999999995,4,complete
529,sanjitsama,sanjitsama,54.4,4,complete
530,shivans,shivans,0.0,4,complete
531,snugghash,snugghash,74.8,4,complete
532,viswapurdue,viswapurdue,0.0999999999999943,4,complete
533,whipplem123,whipplem123,1.2999999999999972,4,complete
534,CampbellC2,CampbellC2,44.9,4,simple
535,Ilyumzhinov,Ilyumzhinov,0.0,4,simple
536,LukasMMarinovic,LukasMMarinovic,28.099999999999994,4,simple
537,SionHu,SionHu,0.0,4,simple
538,bzin22,bzin22,6.299999999999997,4,simple
539,ecottle,ecottle,0.0,4,simple
540,hihms,hihms,0.0,4,simple
541,jmamaril25,jmamaril25,16.099999999999994,4,simple
542,laurarotger,laurarotger,0.0,4,simple
543,laurenjank,laurenjank,13.200000000000005,4,simple
544,lennwgs,lennwgs,0.0,4,simple
545,littlex2015,littlex2015,0.0,4,simple
546,matson3,matson3,0.0999999999999943,4,simple
547,mdecloedt,mdecloedt,10.900000000000006,4,simple
548,nbraunec,nbraunec,52.7,4,simple
549,noah-curran,noah-curran,9.200000000000005,4,simple
550,sanjitsama,sanjitsama,54.4,4,simple
551,shivans,shivans,0.0,4,simple
552,viswapurdue,viswapurdue,0.2000000000000028,4,simple
553,whipplem123,whipplem123,1.2999999999999972,4,simple
